1.371111343,0.664413105,0.026627869,25.85389934,2.295030659,1.112581219
0.84684821,0.626160648,0.585413851,36.47926865,43.07379578,34.65554136
1.140837225,0.042000628,0.433963546,2.108427332,84.47191623,20.8263351
0.932611348,0.384081287,0.232386667,22.3835415,31.17584791,13.99193342
0.806566257,0.060800457,0.1512893,4.31090877,68.10568995,10.62364415
0.772326787,-0.18845233,-0.016898479,-13.71255852,-174.8760041,-1.253429379
0.307157644,-0.009697458,-0.187405287,-1.808318738,-92.96218055,-31.38850967
0.18829465,-0.55087524,-0.143227763,-71.12906034,-165.4257643,-37.25871064
-0.025644291,-0.37769937,-0.285460963,-93.8841953,-142.9184194,-95.13336783
0.000709262,-0.741544128,0.335723669,-89.94519854,155.6420289,89.87895505
0.188539776,-0.867270895,-0.247722777,-77.73506067,-164.0588129,-52.72553428
0.619087077,-0.217206413,-0.428571399,-19.33339753,-116.8765754,-34.69344264
0.195597414,-0.020345485,0.255949416,-5.938387971,94.54489966,52.61281452
0.603565426,-0.143044216,0.083891045,-13.33302611,149.6096845,7.912984682
0.724146467,-0.08828735,0.470182588,-6.951149159,100.6347362,32.99534578
0.873543784,-0.0887734,0.523273431,-5.8027304,99.62856056,30.9226081
0.886658863,-0.017680924,0.659388574,-1.142387564,91.5359678,36.63736516
0.929137657,0.084770623,0.611688149,5.212994294,82.10993654,33.35849442
1.234575994,0.203638414,0.771891372,9.366375005,75.22110065,32.01477259
1.009113249,0.231877847,1.485673378,12.94099734,81.12907718,55.81449466
1.711988722,0.629341891,0.567666063,20.18386518,42.05044363,18.34463459
1.513385764,0.101030907,0.80846571,3.819295974,82.87688912,28.11157565
0.916050061,0.285982074,0.532394877,17.33786486,61.75701625,30.16452689
0.425669031,0.16311386,0.452361154,20.96653749,70.17154493,46.7412558
0.584630026,-0.001106046,0.765615509,-0.108396206,90.08277224,52.63436192
0.26,-0.12,0.52,-24.77514057,102.9946168,63.43494882
0.198428618,-0.413516657,0.402937604,-64.36568111,135.7423578,63.78183106
-0.045819441,-0.761956872,0.629609844,-93.44127488,140.4328594,94.16232487
-0.506864871,-0.759642541,0.057805679,-123.7128548,175.6484129,173.4937821
-0.279170351,-0.814433022,0.031845513,-108.9206263,177.7607926,173.4922871
0.044645972,-0.273913769,0.03843266,-80.74260695,172.0130073,40.72290647
0.134385218,-0.377872733,0.72910651,-70.42277286,117.396272,79.55673897
-0.1333186,-0.017789458,0.128349198,-172.399595,97.89103684,136.0879884
0.263387478,0.010518966,0.646638183,2.287019212,89.06804268,67.83803966
-0.012894017,0.08122342,0.758961143,99.02029334,83.89150075,90.97330636
0.245719515,0.100324837,1.065773382,22.20970592,84.62240179,77.01703088
0.357133128,0.286285278,1.314390037,38.71638201,77.71240525,74.79913701
0.428657658,0.223231226,1.351310524,27.50906167,80.61967743,72.40012678
0.566850439,0.631864821,1.528304179,48.10449335,67.53775364,69.650103
0.775523515,0.637410118,1.796254666,39.41710894,70.46251132,66.64798151
1.108586064,-0.085881456,1.455898129,-4.42981983,93.37588832,52.71272972
0.369127932,0.171402683,1.996406357,24.90755973,85.0928695,79.52453292
0.629703641,0.323402057,1.583044795,27.18404344,78.45385483,68.30832406
0.894263579,-0.308059117,1.254384652,-19.0079885,103.7979622,54.51454297
0.352694678,0.064297667,1.586147307,10.33179132,87.67867145,77.46370561
0.131249204,-0.166485401,1.10202162,-51.74942769,98.59086584,83.20814673
0.057018727,-0.310348928,1.001953965,-79.58945577,107.2100378,86.74295154
-0.184361512,-0.372402195,1.008117115,-116.3381812,110.2744166,100.3635643
-0.411277287,-0.743868494,0.794035033,-118.9377573,133.1316695,117.3822871
-0.336869709,-0.710560107,0.491191915,-115.3651799,145.3448925,124.4431462
-0.044024325,-0.31515776,0.462054827,-97.95217834,124.2970657,95.44267964
-0.694520535,-0.553115566,0.030578728,-141.4662137,176.8356516,177.4789784
-0.631999107,-0.573513581,0.844533024,-137.7775306,124.1800176,126.809033
-0.744436087,-0.536412225,0.812709288,-144.2249183,123.4259944,132.4894685
-0.400731061,-0.891642556,0.840508306,-114.2005885,136.6909186,115.4905121
-0.092762561,-0.300892592,0.73172151,-107.134074,112.353048,97.22501932
-0.056196826,-0.276045606,0.779384239,-101.5069185,109.5033426,94.12412538
-0.036189158,-0.122741442,1.044887875,-106.4276562,96.69974724,91.98361719
-0.018575931,-0.251992895,1.094468155,-94.21599528,102.9659505,90.97236294
0.527403737,-0.387194305,1.420817756,-36.28431408,105.2438036,69.63520931
0.312173855,-0.128540132,1.693255214,-22.37981428,94.34116985,79.55406751
0.319275545,0.042959348,1.380715039,7.66326983,88.21788314,76.97981597
0.60094737,-0.008079682,1.854433407,-0.770290051,90.24963352,72.04457352
0.297116018,0.074156932,1.556297469,14.01408571,87.27194316,79.19160273
