Heading, Pitch, Roll:
-71.476
 23.137
 50.310
  8.743
 36.055
 28.212
  2.637
 37.312
-59.891
 27.266
 31.491
-14.744
-26.691
  3.313
 54.554
-31.818
  8.661
 73.805
  3.531
  8.685
 54.873
  8.472
  9.732
 51.734
  9.285
  0.267
  2.066
-21.901
-21.223
-23.034
  3.173
 44.091
  8.948
 65.375
-36.516
  6.217
 60.530
-12.330
 42.330
 32.515
-18.359
 26.640
 43.107
-23.298
 63.313
 17.155
 12.600
 78.333
  2.834
-51.564
 74.210
 20.423
 44.226
 15.139
 58.529
 33.309
 69.294
-15.962
 -6.803
 63.477
-32.300
 10.302
 48.418
-59.567
 21.524
 23.754
-38.448
 51.929
-31.803
 18.968
  4.039
  1.293
 12.404
-54.673
 13.414
-71.753
  2.510
-32.884
 -5.447
 57.005
-42.234
 20.963
 38.144
-32.612
 48.654
 46.858
 27.296
-19.545
 -2.128
 21.171
-42.229
 45.321
-55.827
 29.165
-22.459
 -6.111
 21.848
-54.599
 37.298
 66.187
-12.706
  1.612
 56.179
-32.048
 45.651
 -3.290
-40.373
 28.782
-59.253
 11.682
-17.032
-35.413
 23.089
-53.238
 -2.022
  7.627
-53.280
 48.016
-46.916
 14.663
 50.978
-55.281
 22.230
 43.254
-37.649
 34.996
 12.453
 11.468
 15.616
-23.879
-26.676
-15.423
-26.520
  8.060
-50.836
 -7.593
  2.959
-11.688
 -1.057
 52.243
-20.985
 25.390
 22.486
-14.267
 35.034
 12.744
-13.655
 32.236
  9.037
  9.576
 18.698
 -0.405
 -0.761
  6.260
-42.501
 -6.450
 23.895
  9.143
 26.129
-29.612
 33.433
 14.375
 -2.265
 44.061
 41.380
 13.971
 32.900
 -7.077
 30.107
  9.413
  9.257
  4.120
-16.209
 39.116
 -7.772
 82.722
-12.971
 36.932
 18.645
-14.039
 52.908
  7.702
-45.014
 51.575
 35.774
 43.467
 10.423
 27.361
 15.709
 -4.559
 29.769
 -7.575
  1.462
-13.087
 38.598
  0.043
 14.310
 32.455
-28.065
-16.905
  6.251
 46.496
-38.496
 65.014
  8.682
 14.796
 51.792
 13.050
  7.708
 25.442
 24.231
  6.140
 20.729
 -7.239
-17.198
 31.682
  4.758
-13.486
-29.401
 25.390
 28.107
-40.975
 36.384
 24.476
 -3.373
 30.170
 23.056
 14.474
 39.750
 17.745
 17.555
 33.064
  0.651
  6.836
  2.226
 -4.553
  0.960
  5.164
 28.779
-45.017
 16.886
 25.106
-14.736
 17.730
 36.706
 10.146
 23.162
 15.205
 22.821
 32.012
  0.751
 71.253
  0.464
 15.664
 21.099
-76.031
 18.252
 -9.794
-18.563
 -4.747
 -2.963
  9.692
-64.432
 22.951
 -3.357
-30.094
 55.279
-28.949
 17.176
 40.768
-17.682
 67.684
-10.895
  9.728
 64.805
 -0.797
-50.564
-13.733
-31.807
-27.340
-29.243
-34.479
-17.761
-69.371
-15.913
-72.789
  0.518
 -7.731
-18.082
 57.065
-14.480
 10.937
 67.857
 -9.828
 67.508
 24.623
 41.938
  3.761
-22.294
  2.482
-62.795
 49.095
-48.819
 30.792
 -6.738
-16.625
 11.736
-67.123
 47.465
 14.000
-11.453
 73.166
 12.407
 38.396
 54.023
  8.094
 73.973
  1.501
 37.623
  6.450
 -2.153
 36.947
-15.071
 30.849
-75.855
 43.630
-16.812
 -9.444
 73.827
-18.181
 22.278
 51.000
 -7.442
 47.669
 53.827
  1.159
 11.324
 -0.729
-31.628
 25.462
-42.835
  2.138
 18.289
-74.890
 22.504
 31.704
-38.655
  5.114
 64.160
-13.058
 30.172
 31.950
 -9.313
 48.745
 32.496
  6.157
 41.352
 16.415
-12.015
 23.231
-43.362
 17.014
-23.576
 49.112
 -3.367
 16.046
 28.735
-33.214
 71.208
 -6.708
-20.301
 76.777
 -0.364
 11.583
 60.941
 -1.648
 43.468
 23.604
 13.422
  8.645
 -0.032
 28.816
-64.468
